FIPS,State,County,Voter Turnout % Voter Turnout,Census Participation % Census Participation
24001,Maryland,Allegany,52.77017136,63.7
24003,Maryland,Anne Arundel,72.357326478,74.6
24005,Maryland,Baltimore,68.028888324,72.2
24009,Maryland,Calvert,70.206561361,73.5
24011,Maryland,Caroline,65.183656624,67.2
24013,Maryland,Carroll,77.775882786,79.8
24015,Maryland,Cecil,60.907282644,66.0
24017,Maryland,Charles,75.025567944,73.3
24019,Maryland,Dorchester,65.079429735,61.0
24021,Maryland,Frederick,78.477499326,76.0
24023,Maryland,Garrett,66.036379019,51.6
24025,Maryland,Harford,76.380598938,76.0
24027,Maryland,Howard,82.803510042,78.2
24029,Maryland,Kent,68.338081671,63.3
24031,Maryland,Montgomery,79.226795707,75.4
24033,Maryland,Prince George's,70.674296551,67.9
24035,Maryland,Queen Anne's,78.695765134,67.9
24037,Maryland,St. Mary's,66.880932356,68.9
24039,Maryland,Somerset,48.561856904,53.2
24041,Maryland,Talbot,77.708871662,66.7
24043,Maryland,Washington,59.193048339,70.0
24045,Maryland,Wicomico,60.710673235,65.3
24047,Maryland,Worcester,76.152829509,35.7
24510,Maryland,Baltimore City,52.358965878,55.6
25000,Massachusetts,,72.70951911,
25001,Massachusetts,Barnstable,87.143473385,52.7
25003,Massachusetts,Berkshire,70.205419153,62.9
25005,Massachusetts,Bristol,66.321893268,68.7
25007,Massachusetts,Dukes,94.968646256,33.5
25009,Massachusetts,Essex,74.738870993,69.3
25011,Massachusetts,Franklin,75.430626206,71.9
25013,Massachusetts,Hampden,62.472377449,69.1
25015,Massachusetts,Hampshire,67.429007634,73.0
25017,Massachusetts,Middlesex,76.721868478,72.3
25019,Massachusetts,Nantucket,87.305175491,34.6
25021,Massachusetts,Norfolk,80.583829987,72.5
25023,Massachusetts,Plymouth,77.94136507,69.5
25025,Massachusetts,Suffolk,60.766701203,56.8
25027,Massachusetts,Worcester,71.170184912,68.4
26000,Michigan,,73.572927064,
26001,Michigan,Alcona,78.401775805,38.2
26003,Michigan,Alger,67.076520602,42.2
26005,Michigan,Allegan,77.422109393,72.2
26007,Michigan,Alpena,74.084261078,68.0
26009,Michigan,Antrim,84.386243386,46.2
26011,Michigan,Arenac,72.14869281,55.3
26013,Michigan,Baraga,59.164835165,49.0
26015,Michigan,Barry,76.377366518,73.5
26017,Michigan,Bay,73.419032533,77.5
26019,Michigan,Benzie,85.123221104,52.4
26021,Michigan,Berrien,70.806978343,67.1
26023,Michigan,Branch,63.67751938,63.6
26025,Michigan,Calhoun,65.862771402,70.5
26027,Michigan,Cass,64.730864198,64.2
26029,Michigan,Charlevoix,80.70258723,53.6
26031,Michigan,Cheboygan,75.132575758,51.0
26033,Michigan,Chippewa,58.816469412,50.6
26035,Michigan,Clare,66.520939734,46.5
26037,Michigan,Clinton,79.520491123,77.3
26039,Michigan,Crawford,69.658839167,43.8
26041,Michigan,Delta,73.81259815,62.8
26043,Michigan,Dickinson,72.080039526,65.8
26045,Michigan,Eaton,75.741198634,77.9
26047,Michigan,Emmet,83.450611477,56.9
26049,Michigan,Genesee,71.097978127,69.4
26051,Michigan,Gladwin,71.460729141,52.7
26053,Michigan,Gogebic,66.98541329,49.7
26055,Michigan,Grand Traverse,82.407825433,71.8
26057,Michigan,Gratiot,58.915755429,73.0
26059,Michigan,Hillsdale,65.547116737,66.0
26061,Michigan,Houghton,67.276363636,59.7
26063,Michigan,Huron,73.807045637,58.2
26065,Michigan,Ingham,66.105686781,71.3
26067,Michigan,Ionia,64.9375,74.5
26069,Michigan,Iosco,73.701127369,49.3
26071,Michigan,Iron,73.553629469,49.3
26073,Michigan,Isabella,51.597685023,65.2
26075,Michigan,Jackson,66.02784469,71.8
26077,Michigan,Kalamazoo,71.857901593,74.2
26079,Michigan,Kalkaska,75.989992852,48.3
26081,Michigan,Kent,77.377653476,76.6
26083,Michigan,Keweenaw,87.718309859,33.1
26085,Michigan,Lake,64.323499491,25.9
26087,Michigan,Lapeer,76.710133314,78.3
26089,Michigan,Leelanau,94.334356684,53.4
26091,Michigan,Lenawee,69.844281602,72.5
26093,Michigan,Livingston,85.640127925,80.6
26095,Michigan,Luce,57.878495661,43.9
26097,Michigan,Mackinac,79.400113186,34.5
26099,Michigan,Macomb,75.087506077,80.8
26101,Michigan,Manistee,72.874191944,55.8
26103,Michigan,Marquette,69.431934019,64.5
26105,Michigan,Mason,75.39436312,59.3
26107,Michigan,Mecosta,59.86632537,59.0
26109,Michigan,Menominee,67.652267239,58.7
26111,Michigan,Midland,76.288755925,78.1
26113,Michigan,Missaukee,76.06429192,52.0
26115,Michigan,Monroe,74.702554432,76.5
26117,Michigan,Montcalm,65.536953859,68.1
26119,Michigan,Montmorency,74.117647059,37.8
26121,Michigan,Muskegon,69.956487192,73.2
26123,Michigan,Newaygo,73.003628545,59.9
26125,Michigan,Oakland,83.260036639,77.7
26127,Michigan,Oceana,72.578064516,51.7
26129,Michigan,Ogemaw,70.310008857,46.4
26131,Michigan,Ontonagon,74.588235294,43.6
26133,Michigan,Osceola,68.456413104,54.4
26135,Michigan,Oscoda,73.018726592,32.2
26137,Michigan,Otsego,76.40176029,57.0
26139,Michigan,Ottawa,78.760562065,77.5
26141,Michigan,Presque Isle,78.494825964,50.3
26143,Michigan,Roscommon,74.420218038,42.2
26145,Michigan,Saginaw,69.693843145,72.8
26147,Michigan,St. Clair,73.938079749,75.8
26149,Michigan,St. Joseph,62.926005181,68.8
26151,Michigan,Sanilac,70.023397286,63.1
26153,Michigan,Schoolcraft,71.299774606,48.0
26155,Michigan,Shiawassee,73.336449472,75.2
26157,Michigan,Tuscola,70.543842837,73.6
26159,Michigan,Van Buren,70.243639306,64.3
26161,Michigan,Washtenaw,77.89723747,74.9
26163,Michigan,Wayne,68.341303505,64.8
26165,Michigan,Wexford,71.515270164,64.8
27000,Minnesota,,79.669644702,
27001,Minnesota,Aitkin,76.062215478,39.7
27003,Minnesota,Anoka,81.325039,82.0
27005,Minnesota,Becker,75.372960373,56.1
27007,Minnesota,Beltrami,69.839757471,58.9
27009,Minnesota,Benton,75.740047635,75.7
27011,Minnesota,Big Stone,76.84754522,59.8
27013,Minnesota,Blue Earth,69.33551303,70.5
27015,Minnesota,Brown,75.554981931,77.0
27017,Minnesota,Carlton,74.352984121,71.6
27019,Minnesota,Carver,89.981016949,81.7
27021,Minnesota,Cass,78.831896552,41.5
27023,Minnesota,Chippewa,76.339491917,72.3
27025,Minnesota,Chisago,80.903346595,79.0
27027,Minnesota,Clay,68.353652073,74.7
27029,Minnesota,Clearwater,70.850263356,51.9
27031,Minnesota,Cook,87.193585338,34.7
27033,Minnesota,Cottonwood,75.816263191,72.6
27035,Minnesota,Crow Wing,79.424673784,54.6
27037,Minnesota,Dakota,85.9076913,80.8
27039,Minnesota,Dodge,81.165501166,77.5
27041,Minnesota,Douglas,81.569620253,63.5
27043,Minnesota,Faribault,75.371428571,70.3
27045,Minnesota,Fillmore,77.306590258,70.5
27047,Minnesota,Freeborn,73.925274725,75.5
27049,Minnesota,Goodhue,81.121813031,78.0
27051,Minnesota,Grant,80.131578947,61.4
27053,Minnesota,Hennepin,83.212508806,77.5
27055,Minnesota,Houston,78.760757315,76.3
27057,Minnesota,Hubbard,77.611493565,51.1
27059,Minnesota,Isanti,80.341455329,78.2
27061,Minnesota,Itasca,74.546730283,54.8
27063,Minnesota,Jackson,76.515450362,71.9
27065,Minnesota,Kanabec,72.685804168,67.1
27067,Minnesota,Kandiyohi,76.002602049,69.5
27069,Minnesota,Kittson,79.487951807,57.3
27071,Minnesota,Koochiching,70.30980193,55.5
27073,Minnesota,Lac qui Parle,76.80608365,66.6
27075,Minnesota,Lake,82.924582614,52.4
27077,Minnesota,Lake of the Woods,80.40066778,31.6
27079,Minnesota,Le Sueur,79.013389711,73.5
27081,Minnesota,Lincoln,72.695449242,64.6
27083,Minnesota,Lyon,70.762897914,71.9
27085,Minnesota,McLeod,77.601482854,78.8
27087,Minnesota,Mahnomen,61.033112583,39.7
27089,Minnesota,Marshall,71.311018131,63.0
27091,Minnesota,Martin,71.487012987,72.0
27093,Minnesota,Meeker,77.976945245,69.8
27095,Minnesota,Mille Lacs,74.982133742,64.3
27097,Minnesota,Morrison,77.966912498,68.7
27099,Minnesota,Mower,71.082123829,73.7
27101,Minnesota,Murray,77.591125198,66.2
27103,Minnesota,Nicollet,74.099186362,80.0
27105,Minnesota,Nobles,66.4,67.3
27107,Minnesota,Norman,70.584615385,61.2
27109,Minnesota,Olmsted,82.15489729,76.0
27111,Minnesota,Otter Tail,80.832778148,57.6
27113,Minnesota,Pennington,67.97758057,70.6
27115,Minnesota,Pine,68.351131995,52.6
27117,Minnesota,Pipestone,75.883256528,71.7
27119,Minnesota,Polk,66.78372591,66.2
27121,Minnesota,Pope,80.068415051,62.0
27123,Minnesota,Ramsey,76.225759098,77.4
27125,Minnesota,Red Lake,72.835820896,70.1
27127,Minnesota,Redwood,73.083370093,71.1
27129,Minnesota,Renville,74.194431766,69.7
27131,Minnesota,Rice,73.052200614,75.9
27133,Minnesota,Rock,74.857142857,76.8
27135,Minnesota,Roseau,74.193832599,61.0
27137,Minnesota,St. Louis,74.734900588,66.1
27139,Minnesota,Scott,85.465144523,81.1
27141,Minnesota,Sherburne,80.103709039,79.0
27143,Minnesota,Sibley,77.71954023,70.8
27145,Minnesota,Stearns,71.9306427,74.0
27147,Minnesota,Steele,79.012715034,77.1
27149,Minnesota,Stevens,69.372442019,74.4
27151,Minnesota,Swift,74.291845494,68.2
27153,Minnesota,Todd,72.800658979,60.0
27155,Minnesota,Traverse,71.554702495,54.7
27157,Minnesota,Wabasha,78.276170593,72.8
27159,Minnesota,Wadena,76.731634183,64.6
27161,Minnesota,Waseca,74.714131607,75.9
27163,Minnesota,Washington,87.634510298,80.8
27165,Minnesota,Watonwan,70.522033898,69.1
27167,Minnesota,Wilkin,70.143149284,72.4
27169,Minnesota,Winona,66.854471645,73.4
27171,Minnesota,Wright,84.857157564,77.1
27173,Minnesota,Yellow Medicine,74.803788904,69.9
28000,Mississippi,,58.698827372,
28001,Mississippi,Adams,61.001995123,57.6
28003,Mississippi,Alcorn,55.795795796,60.5
28005,Mississippi,Amite,73.691756272,43.8
28007,Mississippi,Attala,64.755963303,52.9
28009,Mississippi,Benton,69.010458568,51.1
28011,Mississippi,Bolivar,59.343696028,56.1
28013,Mississippi,Calhoun,61.646398503,49.4
28015,Mississippi,Carroll,70.513296228,44.7
28017,Mississippi,Chickasaw,64.611111111,57.4
28019,Mississippi,Choctaw,65.778816199,51.6
28021,Mississippi,Claiborne,63.376068376,44.8
28023,Mississippi,Clarke,68.767010309,52.3
28025,Mississippi,Clay,67.994661328,58.6
28027,Mississippi,Coahoma,51.521212121,52.3
28029,Mississippi,Copiah,59.602128152,54.7
28031,Mississippi,Covington,66.218606296,50.3
28033,Mississippi,DeSoto,57.689363798,71.2
28035,Mississippi,Forrest,55.985143261,59.8
28037,Mississippi,Franklin,75.546147333,37.3
28039,Mississippi,George,63.39070568,54.7
28041,Mississippi,Greene,53.715341959,46.3
28043,Mississippi,Grenada,69.078822412,54.2
28045,Mississippi,Hancock,55.989847716,58.0
28047,Mississippi,Harrison,49.369909429,64.0
28049,Mississippi,Hinds,56.680081623,60.6
28051,Mississippi,Holmes,62.567463377,49.4
28053,Mississippi,Humphreys,70.167504188,52.1
28055,Mississippi,Issaquena,64.075829384,40.2
28057,Mississippi,Itawamba,59.136376059,61.8
28059,Mississippi,Jackson,50.516810225,65.1
28061,Mississippi,Jasper,68.598351001,38.5
28063,Mississippi,Jefferson,70.861287398,43.5
28065,Mississippi,Jefferson Davis,69.457797652,47.8
28067,Mississippi,Jones,60.423694779,54.5
28069,Mississippi,Kemper,59.248591108,46.5
28071,Mississippi,Lafayette,54.701074264,51.3
28073,Mississippi,Lamar,61.376858436,61.5
28075,Mississippi,Lauderdale,54.752058875,56.8
28077,Mississippi,Lawrence,69.831045407,47.2
28079,Mississippi,Leake,55.371652122,55.9
28081,Mississippi,Lee,58.975422917,63.3
28083,Mississippi,Leflore,52.814545455,54.9
28085,Mississippi,Lincoln,64.594386774,56.3
28087,Mississippi,Lowndes,61.422773393,61.8
28089,Mississippi,Madison,72.978902954,68.6
28091,Mississippi,Marion,64.394500264,55.5
28093,Mississippi,Marshall,57.276842296,58.9
28095,Mississippi,Monroe,62.828540226,59.8
28097,Mississippi,Montgomery,66.557377049,51.9
28099,Mississippi,Neshoba,56.008614501,54.7
28101,Mississippi,Newton,63.963567839,57.7
28103,Mississippi,Noxubee,67.710843373,44.2
28105,Mississippi,Oktibbeha,50.202007369,50.6
28107,Mississippi,Panola,61.766798419,56.0
28109,Mississippi,Pearl River,56.204396632,56.6
28111,Mississippi,Perry,64.130081301,46.0
28113,Mississippi,Pike,59.86192613,51.0
28115,Mississippi,Pontotoc,63.389980137,59.8
28117,Mississippi,Prentiss,55.713164093,61.5
28119,Mississippi,Quitman,59.851576994,46.8
28121,Mississippi,Rankin,60.564889422,68.3
28123,Mississippi,Scott,54.788157223,54.3
28125,Mississippi,Sharkey,64.873699851,48.6
28127,Mississippi,Simpson,57.831620166,54.4
28129,Mississippi,Smith,68.50678733,44.7
28131,Mississippi,Stone,55.2067274,56.1
28133,Mississippi,Sunflower,48.308383234,57.5
28135,Mississippi,Tallahatchie,51.401446655,36.8
28137,Mississippi,Tate,60.48972049,63.9
28139,Mississippi,Tippah,61.354388096,56.0
28141,Mississippi,Tishomingo,61.205626256,51.4
28143,Mississippi,Tunica,51.473988439,45.8
28145,Mississippi,Union,60.815152242,63.3
28147,Mississippi,Walthall,64.542157752,51.6
28149,Mississippi,Warren,60.680213287,59.9
28151,Mississippi,Washington,54.02940294,54.9
28153,Mississippi,Wayne,66.507936508,53.8
28155,Mississippi,Webster,72.708894879,54.0
28157,Mississippi,Wilkinson,60.029090909,34.5
28159,Mississippi,Winston,66.018584703,59.9
28161,Mississippi,Yalobusha,68.644957983,53.4
28163,Mississippi,Yazoo,50.100816131,52.1
29000,Missouri,,65.353927494,
29001,Missouri,Adair,52.149344097,60.8
29003,Missouri,Andrew,72.34421365,69.6
29005,Missouri,Atchison,67.807228916,62.6
29007,Missouri,Audrain,55.098241986,64.9
29009,Missouri,Barry,58.223217619,49.5
29011,Missouri,Barton,68.357705287,63.3
29013,Missouri,Bates,67.734406439,55.5
29015,Missouri,Benton,66.032146234,42.2
29017,Missouri,Bollinger,62.747771369,40.5
29019,Missouri,Boone,66.804425881,65.7
29021,Missouri,Buchanan,54.993238167,64.4
29023,Missouri,Butler,56.155393902,56.0
29025,Missouri,Caldwell,68.052325581,53.6
29027,Missouri,Callaway,60.068181818,64.5
29029,Missouri,Camden,66.618338032,37.6
29031,Missouri,Cape Girardeau,66.542364491,66.1
29033,Missouri,Carroll,67.19051149,57.8
29035,Missouri,Carter,62.909880565,29.9
29037,Missouri,Cass,72.931461602,74.6
29039,Missouri,Cedar,66.296470588,54.7
29041,Missouri,Chariton,71.089799477,56.7
29043,Missouri,Christian,73.094569288,78.0
29045,Missouri,Clark,65.081495686,53.4
29047,Missouri,Clay,69.27695676,73.2
29049,Missouri,Clinton,69.817249118,68.5
29051,Missouri,Cole,67.715631692,71.3
29053,Missouri,Cooper,63.848696291,65.9
29055,Missouri,Crawford,59.490376796,52.9
29057,Missouri,Dade,68.764607679,55.6
29059,Missouri,Dallas,63.785911059,58.4
29061,Missouri,Daviess,63.800978793,54.4
29063,Missouri,DeKalb,49.544757033,61.6
29065,Missouri,Dent,59.74069427,50.2
29067,Missouri,Douglas,67.796610169,42.5
29069,Missouri,Dunklin,48.732460243,53.7
29071,Missouri,Franklin,67.869785082,70.8
29073,Missouri,Gasconade,68.184165232,55.4
29075,Missouri,Gentry,66.673532441,56.5
29077,Missouri,Greene,62.544107269,68.9
29079,Missouri,Grundy,60.822481151,57.3
29081,Missouri,Harrison,60.778395552,56.8
29083,Missouri,Henry,64.157002676,62.8
29085,Missouri,Hickory,64.507936508,28.4
29087,Missouri,Holt,67.424460432,47.7
29089,Missouri,Howard,64.907584449,58.4
29091,Missouri,Howell,61.642703685,60.7
29093,Missouri,Iron,57.149968886,44.1
29095,Missouri,Jackson,38.114994276,62.6
29097,Missouri,Jasper,59.974796655,65.3
29099,Missouri,Jefferson,68.079346558,73.9
29101,Missouri,Johnson,55.704649482,60.3
29103,Missouri,Knox,62.110552764,47.8
29105,Missouri,Laclede,62.777570093,62.0
29107,Missouri,Lafayette,67.934674368,66.2
29109,Missouri,Lawrence,64.464446445,62.4
29111,Missouri,Lewis,60.60486522,57.9
29113,Missouri,Lincoln,67.846621464,69.6
29115,Missouri,Linn,62.613449973,61.4
29117,Missouri,Livingston,57.686726419,65.5
29119,Missouri,McDonald,58.14386641,48.5
29121,Missouri,Macon,67.902946274,63.7
29123,Missouri,Madison,60.868632708,54.3
29125,Missouri,Maries,69.144927536,48.1
29127,Missouri,Marion,61.511520737,66.9
29129,Missouri,Mercer,65.645756458,44.7
29131,Missouri,Miller,64.50638187,54.1
29133,Missouri,Mississippi,45.686839577,56.4
29135,Missouri,Moniteau,60.524312896,65.5
29137,Missouri,Monroe,66.513353116,53.0
29139,Missouri,Montgomery,65.590909091,55.4
29141,Missouri,Morgan,60.388287715,40.4
29143,Missouri,New Madrid,54.924242424,52.3
29145,Missouri,Newton,65.547478943,64.7
29147,Missouri,Nodaway,53.766304348,62.1
29149,Missouri,Oregon,58.111587983,41.8
29151,Missouri,Osage,71.902718169,54.8
29153,Missouri,Ozark,65.907859079,39.7
29155,Missouri,Pemiscot,47.593360996,47.7
29157,Missouri,Perry,64.994840041,68.0
29159,Missouri,Pettis,63.318965517,62.3
29161,Missouri,Phelps,57.902056517,58.2
29163,Missouri,Pike,54.94466262,60.9
29165,Missouri,Platte,74.941114891,69.7
29167,Missouri,Polk,61.385493073,62.9
29169,Missouri,Pulaski,36.31187807,48.4
29171,Missouri,Putnam,64.684931507,48.7
29173,Missouri,Ralls,70.379117464,59.1
29175,Missouri,Randolph,55.668393782,61.6
29177,Missouri,Ray,65.981308411,69.1
29179,Missouri,Reynolds,64.730127576,35.3
29181,Missouri,Ripley,54.918347743,35.9
29183,Missouri,St. Charles,74.28547529,79.8
29185,Missouri,St. Clair,65.880794702,45.8
29186,Missouri,Ste. Genevieve,67.694503926,63.0
29187,Missouri,St. Francois,53.760199674,60.9
29189,Missouri,St. Louis,71.803294048,74.2
29195,Missouri,Saline,56.02707475,58.2
29197,Missouri,Schuyler,59.348148148,48.6
29199,Missouri,Scotland,56.929698709,59.2
29201,Missouri,Scott,60.83776824,62.3
29203,Missouri,Shannon,60.793774319,35.5
29205,Missouri,Shelby,73.869900772,57.8
29207,Missouri,Stoddard,58.847249616,60.8
29209,Missouri,Stone,70.024625876,48.6
29211,Missouri,Sullivan,54.12924425,48.4
29213,Missouri,Taney,60.872988306,50.5
29215,Missouri,Texas,56.575,53.1
29217,Missouri,Vernon,59.219858156,59.4
29219,Missouri,Warren,68.80733945,64.6
29221,Missouri,Washington,52.588297312,44.9
29223,Missouri,Wayne,56.49207112,33.6
29225,Missouri,Webster,66.274925004,66.1
29227,Missouri,Worth,70.063291139,55.0
29229,Missouri,Wright,64.542097489,54.4
29510,Missouri,St. Louis City,56.716095412,52.6
30000,Montana,,73.279638745,
30001,Montana,Beaverhead,72.716763006,55.1
30003,Montana,Big Horn,54.518518519,31.4
30005,Montana,Blaine,66.673796791,45.5
30007,Montana,Broadwater,84.38722966,60.5
30009,Montana,Carbon,80.640365923,45.9
30011,Montana,Carter,82.285714286,39.8
30013,Montana,Cascade,63.582018173,68.0
30015,Montana,Chouteau,67.539863326,47.9
30017,Montana,Custer,64.573002755,59.5
30019,Montana,Daniels,75.671641791,44.8
30021,Montana,Dawson,69.524495677,61.5
30023,Montana,Deer Lodge,62.785622593,51.2
30025,Montana,Fallon,73.426573427,36.9
30027,Montana,Fergus,74.323243861,57.9
30029,Montana,Flathead,75.926019762,56.6
30031,Montana,Gallatin,80.984654002,65.5
30033,Montana,Garfield,99.754601227,42.4
30035,Montana,Glacier,60.397849462,39.9
30037,Montana,Golden Valley,75.074626866,45.4
30039,Montana,Granite,76.996336996,31.5
30041,Montana,Hill,61.019541206,56.1
30043,Montana,Jefferson,86.253968254,61.8
30045,Montana,Judith Basin,87.272727273,40.7
30047,Montana,Lake,72.61847565,44.5
30049,Montana,Lewis and Clark,78.889407373,68.7
30051,Montana,Liberty,56.850393701,48.4
30053,Montana,Lincoln,73.281347473,42.2
30055,Montana,McCone,78.606271777,46.8
30057,Montana,Madison,86.771204562,37.6
30059,Montana,Meagher,77.622377622,30.8
30061,Montana,Mineral,73.228571429,42.1
30063,Montana,Missoula,75.060367454,70.6
30065,Montana,Musselshell,77.550471063,49.3
30067,Montana,Park,85.737583395,55.7
30069,Montana,Petroleum,91.578947368,33.3
30071,Montana,Phillips,78.613861386,37.4
30073,Montana,Pondera,67.607223476,57.1
30075,Montana,Powder River,83.529411765,40.2
30077,Montana,Powell,53.927056828,55.2
30079,Montana,Prairie,86.511627907,44.5
30081,Montana,Ravalli,81.553425833,63.3
30083,Montana,Richland,71.580246914,54.2
30085,Montana,Roosevelt,54.98973306,41.3
30087,Montana,Rosebud,58.315301391,40.0
30089,Montana,Sanders,78.984455959,43.0
30091,Montana,Sheridan,77.186311787,51.8
30093,Montana,Silver Bow,67.921368766,68.2
30095,Montana,Stillwater,76.575250836,56.7
30097,Montana,Sweet Grass,84.344827586,46.6
30099,Montana,Teton,79.718309859,52.7
30101,Montana,Toole,54.825355757,47.1
30103,Montana,Treasure,84.403669725,54.3
30105,Montana,Valley,74.363001745,42.3
30107,Montana,Wheatland,63.195266272,32.7
30109,Montana,Wibaux,77.662337662,42.1
30111,Montana,Yellowstone,68.974285127,72.6
31000,Nebraska,,69.628046827,
31001,Nebraska,Adams,63.528388079,72.3
31003,Nebraska,Antelope,75.670538543,59.7
31005,Nebraska,Arthur,87.384615385,46.7
31007,Nebraska,Banner,88.172043011,52.4
31009,Nebraska,Blaine,83.421052632,38.7
31011,Nebraska,Boone,80.829145729,66.5
31013,Nebraska,Box Butte,66.722472634,65.5
31015,Nebraska,Boyd,75.606557377,44.7
31017,Nebraska,Brown,76.145124717,55.0
31019,Nebraska,Buffalo,64.117966839,70.2
31021,Nebraska,Burt,74.322709163,65.0
31023,Nebraska,Butler,74.347107438,63.9
31025,Nebraska,Cass,77.900101937,70.3
31027,Nebraska,Cedar,79.301587302,63.3
31029,Nebraska,Chase,73.542435424,57.0
31031,Nebraska,Cherry,73.536036036,51.5
31033,Nebraska,Cheyenne,66.411149826,63.8
31035,Nebraska,Clay,77.516339869,67.8
31037,Nebraska,Colfax,72.456140351,62.4
31039,Nebraska,Cuming,70.039339103,69.1
31041,Nebraska,Custer,73.942011104,61.9
31043,Nebraska,Dakota,56.829778335,64.5
31045,Nebraska,Dawes,58.412473423,61.9
31047,Nebraska,Dawson,62.350543478,63.5
31049,Nebraska,Deuel,72.676056338,62.1
31051,Nebraska,Dixon,77.365119197,60.6
31053,Nebraska,Dodge,64.683786892,69.1
31055,Nebraska,Douglas,70.636095055,72.1
31057,Nebraska,Dundy,72.129963899,48.7
31059,Nebraska,Fillmore,70.904977376,66.1
31061,Nebraska,Franklin,71.683991684,59.8
31063,Nebraska,Frontier,68.571428571,47.2
31065,Nebraska,Furnas,72.149791956,55.3
31067,Nebraska,Gage,66.896343306,70.7
31069,Nebraska,Garden,81.849315068,54.5
31071,Nebraska,Garfield,65.950920245,46.5
31073,Nebraska,Gosper,69.875,43.7
31075,Nebraska,Grant,78.823529412,38.6
31077,Nebraska,Greeley,69.502762431,49.3
31079,Nebraska,Hall,61.761054099,71.3
31081,Nebraska,Hamilton,79.554277498,74.4
31083,Nebraska,Harlan,75.459882583,45.1
31085,Nebraska,Hayes,78.529411765,61.3
31087,Nebraska,Hitchcock,69.620853081,48.1
31089,Nebraska,Holt,73.581395349,61.2
31091,Nebraska,Hooker,74.285714286,52.6
31093,Nebraska,Howard,72.559585492,70.8
31095,Nebraska,Jefferson,67.136404697,65.3
31097,Nebraska,Johnson,54.969173859,65.2
31099,Nebraska,Kearney,74.849428868,74.9
31101,Nebraska,Keith,68.508634223,50.2
31103,Nebraska,Keya Paha,78.955223881,49.2
31105,Nebraska,Kimball,65.524475524,57.7
31107,Nebraska,Knox,74.260869565,54.0
31109,Nebraska,Lancaster,67.284953769,76.5
31111,Nebraska,Lincoln,64.823796893,66.8
31113,Nebraska,Logan,72.0,54.7
31115,Nebraska,Loup,81.071428571,40.4
31117,Nebraska,McPherson,81.621621622,41.4
31119,Nebraska,Madison,64.11142741,71.8
31121,Nebraska,Merrick,71.666666667,67.0
31123,Nebraska,Morrill,73.161659514,49.0
31125,Nebraska,Nance,67.082568807,56.7
31127,Nebraska,Nemaha,62.692307692,60.7
31129,Nebraska,Nuckolls,69.682299546,61.2
31131,Nebraska,Otoe,71.991341991,72.3
31133,Nebraska,Pawnee,69.537712895,55.2
31135,Nebraska,Perkins,71.981351981,67.3
31137,Nebraska,Phelps,74.483271375,68.5
31139,Nebraska,Pierce,74.73880597,69.8
31141,Nebraska,Platte,68.937761161,73.8
31143,Nebraska,Polk,73.256997455,62.6
31145,Nebraska,Red Willow,67.225647349,65.6
31147,Nebraska,Richardson,66.763754045,62.6
31149,Nebraska,Rock,75.089285714,48.6
31151,Nebraska,Saline,61.090524087,67.1
31153,Nebraska,Sarpy,74.044578593,77.9
31155,Nebraska,Saunders,79.001240695,63.1
31157,Nebraska,Scotts Bluff,58.884659307,64.6
31159,Nebraska,Seward,69.812905689,75.7
31161,Nebraska,Sheridan,66.467661692,51.7
31163,Nebraska,Sherman,71.046025105,54.3
31165,Nebraska,Sioux,75.154639175,48.7
31167,Nebraska,Stanton,72.583237658,68.5
31169,Nebraska,Thayer,77.302204929,64.0
31171,Nebraska,Thomas,92.826086957,36.5
31173,Nebraska,Thurston,50.930996714,41.8
31175,Nebraska,Valley,73.469387755,62.4
31177,Nebraska,Washington,80.892798957,76.9
31179,Nebraska,Wayne,57.573680603,66.1
31181,Nebraska,Webster,68.844036697,59.2
31183,Nebraska,Wheeler,84.369747899,37.5
31185,Nebraska,York,68.781896967,69.6
32000,Nevada,,67.850932037,
32001,Nevada,Churchill,71.087196468,69.4
32003,Nevada,Clark,65.394258965,65.8
32005,Nevada,Douglas,87.06647952,67.4
32007,Nevada,Elko,60.379485769,54.3
32009,Nevada,Esmeralda,58.895705521,21.2
32011,Nevada,Eureka,76.946564885,26.4
32013,Nevada,Humboldt,67.662168045,57.6
32015,Nevada,Lander,72.955145119,43.6
32017,Nevada,Lincoln,59.296969697,34.5
32019,Nevada,Lyon,72.318181818,67.8
32021,Nevada,Mineral,62.136181575,47.7
32023,Nevada,Nye,71.190910366,46.2
32027,Nevada,Pershing,45.445641528,46.2
32029,Nevada,Storey,87.43902439,64.3
32031,Nevada,Washoe,75.915514176,67.8
32033,Nevada,White Pine,58.721399731,45.2
32510,Nevada,Carson City,73.69347045,68.3
33000,New Hampshire,,75.676523045,
33001,New Hampshire,Belknap,77.832742017,54.4
33003,New Hampshire,Carroll,81.734530693,41.8
33005,New Hampshire,Cheshire,71.7624148,65.7
33007,New Hampshire,Coos,63.324386503,49.9
33009,New Hampshire,Grafton,73.769393753,53.8
33011,New Hampshire,Hillsborough,73.651294808,73.1
33013,New Hampshire,Merrimack,75.314491781,70.4
33015,New Hampshire,Rockingham,81.564846346,72.5
33017,New Hampshire,Strafford,71.358898531,67.9
33019,New Hampshire,Sullivan,70.027287089,59.0
34000,New Jersey,,73.896559342,
34001,New Jersey,Atlantic,73.232225505,60.7
34003,New Jersey,Bergen,77.29584798,74.0
34005,New Jersey,Burlington,77.116147392,75.9
