FIPS,State,County,Preventable Hospital Stays Preventable Hospitalization Rate,Preventable Hospital Stays National Z-Score,Preventable Hospital Stays Preventable Hosp. Rate (AIAN),Preventable Hospital Stays Preventable Hosp. Rate (Asian),Preventable Hospital Stays Preventable Hosp. Rate (Black),Preventable Hospital Stays Preventable Hosp. Rate (Hispanic),Preventable Hospital Stays Preventable Hosp. Rate (White)
48389,Texas,Reeves,2933,0.0796602032,,,,2933,3124
48391,Texas,Refugio,4325,1.3264339274,,,,3101,4859
48393,Texas,Roberts,,,,,,,
48395,Texas,Robertson,3548,0.6304977322,,,3310,,3815
48397,Texas,Rockwall,2398,-0.399523664,,,4647,879,2333
48399,Texas,Runnels,4613,1.5843871118,,,,4506,4303
48401,Texas,Rusk,3729,0.7926141432,,,4180,2722,3550
48403,Texas,Sabine,2716,-0.114700356,,,,,
48405,Texas,San Augustine,2492,-0.31533061,,,1815,,2559
48407,Texas,San Jacinto,3960,0.9995140931,,,1681,,3878
48409,Texas,San Patricio,2269,-0.515065194,,,,2832,1996
48411,Texas,San Saba,2147,-0.624337029,,,,2992,1915
48413,Texas,Schleicher,2459,-0.344887746,,,,,
48415,Texas,Scurry,2992,0.1325047791,,,,,
48417,Texas,Shackelford,3666,0.7361868841,,,,,
48419,Texas,Shelby,3866,0.9153210399,,,3533,2225,3701
48421,Texas,Sherman,693,-1.926642342,,,,,
48423,Texas,Smith,2923,0.0707034954,,,5486,2091,2711
48425,Texas,Somervell,2519,-0.291147499,,,,,
48427,Texas,Starr,4808,1.7590429137,,,,,
48429,Texas,Stephens,4222,1.2341798372,,,,3099,4034
48431,Texas,Sterling,3670,,,,,,
48433,Texas,Stonewall,3207,0.3250739966,,,,,
48435,Texas,Sutton,3439,0.5328696173,,,,2381,3657
48437,Texas,Swisher,3360,0.4621116258,,,,2875,3780
48439,Texas,Tarrant,3361,0.4630072965,1556,2035,5972,3415,3037
48441,Texas,Taylor,3384,0.4836077245,,,5445,3656,3279
48443,Texas,Terrell,,,,,,,
48445,Texas,Terry,3699,0.7657440198,,,,3326,3115
48447,Texas,Throckmorton,3766,0.825753962,,,,,
48449,Texas,Titus,2711,-0.11917871,,,3369,703,2754
48451,Texas,Tom Green,4065,1.0935595249,,,9516,4505,3801
48453,Texas,Travis,2272,-0.512378182,2706,1154,4818,2633,1969
48455,Texas,Trinity,3353,0.4558419303,,,,5260,3338
48457,Texas,Tyler,2820,-0.021550595,,,2489,,2804
48459,Texas,Upshur,4322,1.3237469151,,,4835,,4240
48461,Texas,Upton,3531,0.615271329,,,,2420,2501
48463,Texas,Uvalde,2675,-0.151422858,,,,2853,2078
48465,Texas,Val Verde,2704,-0.125448405,,,,2709,2547
48467,Texas,Van Zandt,3538,0.6215410244,,,,4044,3491
48469,Texas,Victoria,3515,0.6009405965,,,3950,3985,3213
48471,Texas,Walker,4161,1.1795439197,,,6693,3280,3931
48473,Texas,Waller,4189,1.2046227015,,,6478,2965,3871
48475,Texas,Ward,2240,-0.541039647,,,,660,2270
48477,Texas,Washington,2704,-0.125448405,,,5691,,2392
48479,Texas,Webb,3159,0.2820817992,,,,3422,1584
48481,Texas,Wharton,4464,1.4509321657,,,8211,5607,3389
48483,Texas,Wheeler,2829,-0.013489558,,,,,
48485,Texas,Wichita,3160,0.28297747,8365,,4037,3874,3024
48487,Texas,Wilbarger,3468,0.5588440699,,,,1829,3478
48489,Texas,Willacy,4807,1.7581472429,,,,5688,1052
48491,Texas,Williamson,2102,-0.664642214,,899,2845,2000,2057
48493,Texas,Wilson,2188,-0.587614527,,,,2776,2024
48495,Texas,Winkler,2172,-0.60194526,,,,1876,1661
48497,Texas,Wise,4061,1.0899768418,,,,3078,4014
48499,Texas,Wood,3042,0.1772883181,,,3437,,2946
48501,Texas,Yoakum,3099,0.2283415525,,,,1867,3056
48503,Texas,Young,3009,0.1477311824,,,,1669,3036
48505,Texas,Zapata,5293,2.1934432414,,,,5414,6121
48507,Texas,Zavala,1884,-0.859898444,,,,,
49000,Utah,,1528,,,,,,
49001,Utah,Beaver,2558,-0.256216339,,,,,
49003,Utah,Box Elder,1114,-1.549564944,,,,,
49005,Utah,Cache,1649,-1.070381077,,,,784,1535
49007,Utah,Carbon,1858,-0.883185884,,,,1530,1743
49009,Utah,Daggett,,,,,,,
49011,Utah,Davis,1472,-1.228914805,,583,2194,847,1453
49013,Utah,Duchesne,2503,-0.305478232,,,,,
49015,Utah,Emery,1880,-0.863481127,,,,,
49017,Utah,Garfield,2195,-0.581344832,,,,,
49019,Utah,Grand,873,-1.765421601,,,,,
49021,Utah,Iron,1379,-1.312212187,,,,1841,1333
49023,Utah,Juab,4113,1.1365517223,,,,,
49025,Utah,Kane,900,-1.74123849,,,,,
49027,Utah,Millard,1549,-1.159948155,,,,,
49029,Utah,Morgan,865,-1.772586968,,,,,
49031,Utah,Piute,1777,-0.955735217,,,,,
49033,Utah,Rich,,0.0,,,,,
49035,Utah,Salt Lake,1607,-1.10799925,497,1441,1442,1720,1568
49037,Utah,San Juan,2118,-0.650311482,2590,,,,1390
49039,Utah,Sanpete,2007,-0.749730938,,,,3990,1947
49041,Utah,Sevier,2001,-0.755104963,,,,,
49043,Utah,Summit,1408,-1.286237735,,,,,
49045,Utah,Tooele,1310,-1.374013471,,,,,
49047,Utah,Uintah,2216,-0.562535745,4515,,,4959,1932
49049,Utah,Utah,1265,-1.414318656,,2418,1209,298,1258
49051,Utah,Wasatch,1520,-1.185922607,,,,,
49053,Utah,Washington,1344,-1.343560665,,,,,
49055,Utah,Wayne,,0.0,,,,,
49057,Utah,Weber,1434,-1.262950294,,,3653,2229,1341
50000,Vermont,,2182,,,,,,
50001,Vermont,Addison,1663,-1.057841686,,,,,
50003,Vermont,Bennington,2858,0.0124848947,,,,,
50005,Vermont,Caledonia,2221,-0.558057391,,,,,
50007,Vermont,Chittenden,2049,-0.712112765,,900,,,2056
50009,Vermont,Essex,2762,-0.0734995,,,,,
50011,Vermont,Franklin,2790,-0.048420718,,,,,
50013,Vermont,Grand Isle,1854,-0.886768567,,,,,
50015,Vermont,Lamoille,2151,-0.620754346,,,,,
50017,Vermont,Orange,2059,-0.703156058,,,,,
50019,Vermont,Orleans,2746,-0.087830232,,,,,
50021,Vermont,Rutland,1977,-0.776601061,,,,,
50023,Vermont,Washington,2254,-0.528500256,,,,,
50025,Vermont,Windham,1789,-0.944987168,,,,,
50027,Vermont,Windsor,2100,-0.666433556,,,,,
51000,Virginia,,2601,,,,,,
51001,Virginia,Accomack,2002,-0.754209292,,,2387,,1929
51003,Virginia,Albemarle,1790,-0.944091497,,,3279,,1708
51005,Virginia,Alleghany,4445,1.4339144209,,,,,
51007,Virginia,Amelia,3624,0.6985687114,,,4190,,3323
51009,Virginia,Amherst,2357,-0.436246165,,,1548,,2499
51011,Virginia,Appomattox,2447,-0.355635795,,,3527,,2262
51013,Virginia,Arlington,1629,-1.088294493,,897,3545,1038,1407
51015,Virginia,Augusta,2142,-0.628815383,,,2042,,2119
51017,Virginia,Bath,3687,0.7549959705,,,,,
51019,Virginia,Bedford,,0.0,,,,,
51021,Virginia,Bland,2905,0.0545814214,,,,,
51023,Virginia,Botetourt,2012,-0.745252584,,,,,
51025,Virginia,Brunswick,3846,0.8974076243,,,5523,,2086
51027,Virginia,Buchanan,4572,1.5476646098,,,,,
51029,Virginia,Buckingham,3067,0.1996800875,,,3433,,2953
51031,Virginia,Campbell,2603,-0.215911154,,,3337,,2450
51033,Virginia,Caroline,4396,1.3900265527,,,3592,,4706
51035,Virginia,Carroll,2623,-0.197997738,,,,,
51036,Virginia,Charles City,3042,0.1772883181,,,4277,,2318
51037,Virginia,Charlotte,3476,0.5660094361,,,2943,,3821
51041,Virginia,Chesterfield,2508,-0.300999878,,575,3804,2446,2286
51043,Virginia,Clarke,2919,0.0671208123,,,3347,,2618
51045,Virginia,Craig,2946,0.0913039233,,,,,
51047,Virginia,Culpeper,2472,-0.333244026,,,4147,,2289
51049,Virginia,Cumberland,3024,0.161166244,,,2248,,2257
51051,Virginia,Dickenson,4260,1.2682153268,,,,,
51053,Virginia,Dinwiddie,3637,0.7102124315,,,4443,,3272
51057,Virginia,Essex,3040,0.1754969765,,,3826,,2804
51059,Virginia,Fairfax,1732,-0.996040402,,1274,2997,1893,1611
51061,Virginia,Fauquier,2451,-0.352053112,,,6163,,2111
51063,Virginia,Floyd,1872,-0.870646493,,,,,
51065,Virginia,Fluvanna,2053,-0.708530082,,,3982,,1875
51067,Virginia,Franklin,2016,-0.741669901,,,2845,,1932
51069,Virginia,Frederick,3491,0.5794444978,,,2503,,3478
51071,Virginia,Giles,3346,0.4495722349,,,,,
51073,Virginia,Gloucester,2164,-0.609110626,,,2600,,2137
51075,Virginia,Goochland,2173,-0.601049589,,,4132,,1733
51077,Virginia,Grayson,2027,-0.731817523,,,,,
51079,Virginia,Greene,2237,-0.543726659,,,1096,,2069
51081,Virginia,Greensville,1973,-0.780183745,,,,,
51083,Virginia,Halifax,3888,0.935025797,,,4267,,3710
51085,Virginia,Hanover,2408,-0.390566956,,,2499,2617,2378
51087,Virginia,Henrico,2092,-0.673598922,,981,3354,2147,1849
51089,Virginia,Henry,3416,0.5122691894,,,3056,,3455
51091,Virginia,Highland,1011,-1.641819034,,,,,
51093,Virginia,Isle of Wight,2546,-0.266964388,,,3156,,2484
51095,Virginia,James City,2447,-0.355635795,,,5110,,1817
51097,Virginia,King and Queen,2423,-0.377131894,,,2246,,2051
51099,Virginia,King George,4502,1.4849676553,,,5768,,4440
51101,Virginia,King William,2528,-0.283086462,,,2677,,2477
51103,Virginia,Lancaster,1215,-1.459102195,,,2350,,1098
51105,Virginia,Lee,4370,1.3667391125,,,,,
51107,Virginia,Loudoun,2340,-0.451472569,,2114,4196,1719,2281
51109,Virginia,Louisa,3355,0.4576332719,,,5050,,3208
51111,Virginia,Lunenburg,3073,0.2050541122,,,2828,,2934
51113,Virginia,Madison,1589,-1.124121324,,,1700,,1493
51115,Virginia,Mathews,1696,-1.02828455,,,,,
51117,Virginia,Mecklenburg,3023,0.1602705733,,,3365,,2911
51119,Virginia,Middlesex,2334,-0.456846593,,,3133,,2137
51121,Virginia,Montgomery,2254,-0.528500256,,,,,
51125,Virginia,Nelson,2209,-0.568805441,,,4935,,1941
51127,Virginia,New Kent,2701,-0.128135418,,,3643,,2350
51131,Virginia,Northampton,1620,-1.09635553,,,1375,,1166
51133,Virginia,Northumberland,1895,-0.850046065,,,1041,,1353
51135,Virginia,Nottoway,3180,0.3008908856,,,4481,,2732
51137,Virginia,Orange,2377,-0.41833275,,,4274,,2254
51139,Virginia,Page,3043,0.1781839888,,,,,
51141,Virginia,Patrick,2446,-0.356531466,,,,,
51143,Virginia,Pittsylvania,2415,-0.38429726,,,3102,,2325
51145,Virginia,Powhatan,2132,-0.637772091,,,1773,,2069
51147,Virginia,Prince Edward,2966,0.1092173389,,,2894,,2813
51149,Virginia,Prince George,2781,-0.056481755,,,4328,,2415
51153,Virginia,Prince William,2617,-0.203371763,,1571,3869,1779,2518
51155,Virginia,Pulaski,3222,0.3385090583,,,9093,,3010
51157,Virginia,Rappahannock,1970,-0.782870757,,,9926,,1429
51159,Virginia,Richmond,3755,0.8159015834,,,5882,,3337
51161,Virginia,Roanoke,1811,-0.925282411,,,1472,,1811
51163,Virginia,Rockbridge,2442,-0.360114149,,,,,
51165,Virginia,Rockingham,3304,0.4119540621,,,,,
51167,Virginia,Russell,4421,1.4124183222,,,,,
51169,Virginia,Scott,3979,1.0165318379,,,,,
51171,Virginia,Shenandoah,2731,-0.101265294,,,,,
51173,Virginia,Smyth,2914,0.0626424584,,,,,
51175,Virginia,Southampton,3923,0.9663742743,,,4451,,3586
51177,Virginia,Spotsylvania,4475,1.4607845443,,,6095,,4374
51179,Virginia,Stafford,4086,1.1123686113,,,4715,4100,4209
51181,Virginia,Surry,3468,0.5588440699,,,6184,,1644
51183,Virginia,Sussex,4401,1.3945049066,,,6191,,2890
51185,Virginia,Tazewell,3396,0.4943557738,,,,,
51187,Virginia,Warren,3413,0.509582177,,,6323,,3319
51191,Virginia,Washington,3261,0.3734402187,,,,,
51193,Virginia,Westmoreland,3732,0.7953011555,,,6395,,3110
51195,Virginia,Wise,4177,1.1938746521,,,21015,,4048
51197,Virginia,Wythe,2999,0.1387744746,,,,,
51199,Virginia,York,1814,-0.922595398,,,2825,1778,1752
51510,Virginia,Alexandria City,2384,-0.412063054,,983,5210,2644,1930
51515,Virginia,Bedford City,,,,,,,
51520,Virginia,Bristol City,3601,0.6779682835,,,4771,,3574
51530,Virginia,Buena Vista City,3072,0.2041584414,,,,,
51540,Virginia,Charlottesville City,1865,-0.876916189,,814,3280,,1681
51550,Virginia,Chesapeake City,3513,0.5991492549,,,4128,2467,3321
51570,Virginia,Colonial Heights City,3524,0.6090016335,,,2292,,3756
51580,Virginia,Covington City,2624,-0.197102068,,,,,
51590,Virginia,Danville City,2875,0.027711298,,,4272,,2461
51595,Virginia,Emporia City,2541,-0.271442742,,,2111,,1752
51600,Virginia,Fairfax City,1658,-1.06232004,,1253,2418,1628,1567
51610,Virginia,Falls Church City,1108,-1.554938968,,,,,
51620,Virginia,Franklin City,3441,0.5346609589,,,3521,,3373
51630,Virginia,Fredericksburg City,4127,1.1490911132,,,8598,,3276
51640,Virginia,Galax City,2514,-0.295625853,,,,,
51650,Virginia,Hampton City,2658,-0.166649261,,722,3247,,2195
51660,Virginia,Harrisonburg City,2419,-0.380714577,,6206,1229,,2396
51670,Virginia,Hopewell City,4225,1.2368668495,,,5052,2704,4324
51678,Virginia,Lexington City,1990,-0.764957341,,,2943,,1863
51680,Virginia,Lynchburg City,2586,-0.231137557,,,3384,,2321
51683,Virginia,Manassas City,2822,-0.019759253,,1226,3705,1201,2888
51685,Virginia,Manassas Park City,,0.0,,,,,
51690,Virginia,Martinsville City,2891,0.0420420304,,,4226,,2559
51700,Virginia,Newport News City,2785,-0.052899072,,920,4017,,2284
51710,Virginia,Norfolk City,3559,0.6403501108,,1024,5569,1652,2523
51720,Virginia,Norton City,3966,1.0048881178,,,,,
51730,Virginia,Petersburg City,4020,1.0532543399,,,4839,,3133
51735,Virginia,Poquoson City,2569,-0.24636396,,,,,
51740,Virginia,Portsmouth City,2655,-0.169336273,,,3136,,2343
51750,Virginia,Radford City,3565,0.6457241354,,,1193,,3660
51760,Virginia,Richmond City,2771,-0.065438463,,1093,3688,,2266
51770,Virginia,Roanoke City,2416,-0.38340159,,,3604,,2216
51775,Virginia,Salem City,2204,-0.573283795,,,7634,,2082
51790,Virginia,Staunton City,1882,-0.861689785,,,2821,,1828
51800,Virginia,Suffolk City,4305,1.3085205119,,,6191,25000,3427
51810,Virginia,Virginia Beach City,2779,-0.058273097,,1818,4317,2716,2607
51820,Virginia,Waynesboro City,2310,-0.478342692,,,3632,,2203
51830,Virginia,Williamsburg City,1730,-0.997831744,,,4523,,1154
51840,Virginia,Winchester City,3316,0.4227021115,,,709,1449,3363
53000,Washington,,1791,,,,,,
53001,Washington,Adams,1157,-1.5110511,,,,,
53003,Washington,Asotin,1423,-1.272802673,10132,,,,1356
53005,Washington,Benton,2419,-0.380714577,4687,1736,1664,3056,2378
53007,Washington,Chelan,1439,-1.258471941,,,,1062,1394
53009,Washington,Clallam,1384,-1.307733833,,1785,,,1378
53011,Washington,Clark,2065,-0.697782033,2014,2063,2323,3613,2002
53013,Washington,Columbia,1735,-0.99335339,,,,,
53015,Washington,Cowlitz,2002,-0.754209292,989,,7369,5995,1872
53017,Washington,Douglas,1721,-1.005892781,,,,1574,1759
53019,Washington,Ferry,1297,-1.385657191,,,,,
53021,Washington,Franklin,2237,-0.543726659,,,,2958,2142
53023,Washington,Garfield,1515,-1.190400961,,,,,
53025,Washington,Grant,1577,-1.134869373,,,1127,1645,1537
53027,Washington,Grays Harbor,1868,-0.874229176,3176,,,716,1840
53029,Washington,Island,1279,-1.401779265,,,3693,1446,1286
53031,Washington,Jefferson,1108,-1.554938968,,,,,
53033,Washington,King,1630,-1.087398822,2643,1290,2752,1611,1604
53035,Washington,Kitsap,1411,-1.283550722,1505,1563,2942,2214,1351
53037,Washington,Kittitas,1305,-1.378491825,,,,,
53039,Washington,Klickitat,1108,-1.554938968,,,,5747,973
53041,Washington,Lewis,2006,-0.750626609,,6206,,1664,2005
53043,Washington,Lincoln,1964,-0.788244782,,,,,
53045,Washington,Mason,1900,-0.845567711,1847,,,,1910
53047,Washington,Okanogan,1367,-1.322960237,1559,,,446,1298
53049,Washington,Pacific,1943,-0.807053868,,,,,
53051,Washington,Pend Oreille,1444,-1.253993587,,,,,
53053,Washington,Pierce,2324,-0.465803301,5123,2267,2873,2617,2254
53055,Washington,San Juan,571,-2.035914177,,,,,
53057,Washington,Skagit,1726,-1.001414427,2109,,7945,1082,1667
53059,Washington,Skamania,1946,-0.804366856,,,,,
53061,Washington,Snohomish,1830,-0.908264666,2836,1023,2510,1059,1878
53063,Washington,Spokane,1663,-1.057841686,3458,1374,2211,1903,1637
53065,Washington,Stevens,1037,-1.618531594,1244,,,,986
53067,Washington,Thurston,1822,-0.915430032,4581,1615,2156,1415,1787
53069,Washington,Wahkiakum,1084,-1.576435067,,,,,
53071,Washington,Walla Walla,2056,-0.70584307,,,,3697,2021
53073,Washington,Whatcom,1919,-0.828549967,4269,1331,,2903,1845
53075,Washington,Whitman,1218,-1.456415183,,,,,
53077,Washington,Yakima,2455,-0.348470429,5740,,,2473,2346
54000,West Virginia,,3958,,,,,,
54001,West Virginia,Barbour,2655,-0.169336273,,,,,
54003,West Virginia,Berkeley,3547,0.6296020614,,,2581,1002,3564
54005,West Virginia,Boone,7116,3.8262510714,,,,,
54007,West Virginia,Braxton,3471,0.5615310822,,,,,
54009,West Virginia,Brooke,5255,2.1594077518,,,,,
54011,West Virginia,Cabell,3810,0.8651634763,,5424,5585,,3769
54013,West Virginia,Calhoun,2391,-0.405793359,,,,,
54015,West Virginia,Clay,4944,1.8808541396,,,,,
54017,West Virginia,Doddridge,2715,-0.115596027,,,,,
54019,West Virginia,Fayette,4488,1.4724282644,,,8414,,4309
54021,West Virginia,Gilmer,5138,2.0546142707,,,,,
54023,West Virginia,Grant,3960,0.9995140931,,,,,
54025,West Virginia,Greenbrier,3829,0.8821812211,,,2119,,3809
54027,West Virginia,Hampshire,2629,-0.192623714,,,,,
54029,West Virginia,Hancock,4201,1.2153707508,,,,,
54031,West Virginia,Hardy,3370,0.4710683336,,,,,
54033,West Virginia,Harrison,3916,0.9601045788,,,1572,,3944
54035,West Virginia,Jackson,2790,-0.048420718,,,,,
54037,West Virginia,Jefferson,2410,-0.388775614,,,2691,,2397
54039,West Virginia,Kanawha,3792,0.8490414023,,1478,4602,,3778
54041,West Virginia,Lewis,3994,1.0299668996,,,,,
54043,West Virginia,Lincoln,7018,3.0,,,,,
54045,West Virginia,Logan,8395,4.9718139977,,,5526,,8461
54047,West Virginia,McDowell,5181,2.0931281142,,,2762,,5355
54049,West Virginia,Marion,4399,1.3927135651,,,11654,,4234
54051,West Virginia,Marshall,5516,2.3931778251,,,,,
54053,West Virginia,Mason,4119,1.141925747,,,,,
54055,West Virginia,Mercer,4318,1.320164232,,,4517,,4292
54057,West Virginia,Mineral,2722,-0.109326331,,,,,
54059,West Virginia,Mingo,11106,7.3999774793,,,3977,,11174
54061,West Virginia,Monongalia,3836,0.8884509165,,,3311,20000,3815
54063,West Virginia,Monroe,3127,0.2534203343,,,,,
54065,West Virginia,Morgan,2937,0.0832428863,,,,,
54067,West Virginia,Nicholas,4237,1.2476148989,,,,,
54069,West Virginia,Ohio,3864,0.9135296983,,,4042,,3833
54071,West Virginia,Pendleton,4246,1.2556759359,,,,,
54073,West Virginia,Pleasants,4066,1.0944551957,,,,,
54075,West Virginia,Pocahontas,2964,0.1074259973,,,,,
54077,West Virginia,Preston,3055,0.1889320382,,,,,
54079,West Virginia,Putnam,3092,0.222071857,,,,,
54081,West Virginia,Raleigh,4747,1.7044069961,,,6096,,4726
54083,West Virginia,Randolph,2563,-0.251737985,,,,,
54085,West Virginia,Ritchie,3853,0.9036773198,,,,,
54087,West Virginia,Roane,2468,-0.336826709,,,,,
54089,West Virginia,Summers,3612,0.6878206621,,,,,
54091,West Virginia,Taylor,1898,-0.847359053,,,,,
54093,West Virginia,Tucker,2160,-0.612693309,,,,,
54095,West Virginia,Tyler,4696,1.6587277864,,,,,
54097,West Virginia,Upshur,2983,0.1244437421,,,,,
54099,West Virginia,Wayne,4500,1.4831763137,,,,,
54101,West Virginia,Webster,2740,-0.093204257,,,,,
54103,West Virginia,Wetzel,3935,0.9771223236,,,,,
54105,West Virginia,Wirt,3951,0.9914530561,,,,,
54107,West Virginia,Wood,3732,0.7953011555,,,,,
54109,West Virginia,Wyoming,8504,5.0694421126,,,,,
55000,Wisconsin,,2451,,,,,,
55001,Wisconsin,Adams,1376,-1.3148992,,,,,
55003,Wisconsin,Ashland,1127,-1.537921224,3700,,,,893
55005,Wisconsin,Barron,1999,-0.756896304,,,,,
55007,Wisconsin,Bayfield,1089,-1.571956713,,,,,
55009,Wisconsin,Brown,1786,-0.94767418,3599,2255,12568,,1698
55011,Wisconsin,Buffalo,2255,-0.527604585,,,,,
55013,Wisconsin,Burnett,2159,-0.61358898,4783,,,,1984
55015,Wisconsin,Calumet,2038,-0.721965144,,,,,
55017,Wisconsin,Chippewa,2946,0.0913039233,,,,,
55019,Wisconsin,Clark,3965,1.003992447,,,,,
55021,Wisconsin,Columbia,2457,-0.346679088,2535,,,,2423
55023,Wisconsin,Crawford,2753,-0.081560537,,,,,
55025,Wisconsin,Dane,2210,-0.56790977,,1846,4163,1743,2098
55027,Wisconsin,Dodge,2017,-0.74077423,,,,,
55029,Wisconsin,Door,1448,-1.250410904,,,,,
55031,Wisconsin,Douglas,4334,1.3344949644,1127,,,,4303
55033,Wisconsin,Dunn,1785,-0.948569851,,,,,
55035,Wisconsin,Eau Claire,3425,0.5203302264,,2872,,,3396
55037,Wisconsin,Florence,2117,-0.651207152,,,,,
55039,Wisconsin,Fond du Lac,2174,-0.600153918,47368,,3084,,2069
55041,Wisconsin,Forest,1815,-0.921699728,,,,,
55043,Wisconsin,Grant,3076,0.2077411246,,,,,
55045,Wisconsin,Green,1966,-0.78645344,,,,,
55047,Wisconsin,Green Lake,1420,-1.275489685,,,,,
55049,Wisconsin,Iowa,4036,1.0675850723,,,,,
55051,Wisconsin,Iron,1420,-1.275489685,,,,,
55053,Wisconsin,Jackson,3258,0.3707532063,3693,,,,3122
55055,Wisconsin,Jefferson,2472,-0.333244026,,,,6437,2424
55057,Wisconsin,Juneau,2110,-0.657476848,,,,,
55059,Wisconsin,Kenosha,2416,-0.38340159,,1780,2174,2122,2336
55061,Wisconsin,Kewaunee,1870,-0.872437835,,,,,
55063,Wisconsin,La Crosse,1637,-1.081129126,,2175,824,,1577
55065,Wisconsin,Lafayette,2550,-0.263381705,,,,,
55067,Wisconsin,Langlade,1975,-0.778392403,,,,,
55069,Wisconsin,Lincoln,1826,-0.911847349,,,,,
55071,Wisconsin,Manitowoc,2067,-0.695990691,,,,,
55073,Wisconsin,Marathon,2115,-0.652998494,,968,2493,,2079
55075,Wisconsin,Marinette,2782,-0.055586084,,,,,
55077,Wisconsin,Marquette,2162,-0.610901967,,,,,
55078,Wisconsin,Menominee,3219,0.3358220459,3020,,,,1922
55079,Wisconsin,Milwaukee,3582,0.6609505387,10106,3556,5949,4050,2974
55081,Wisconsin,Monroe,1436,-1.261158953,,,,,
55083,Wisconsin,Oconto,1400,-1.293403101,,,,,
55085,Wisconsin,Oneida,2188,-0.587614527,9130,,,,2093
55087,Wisconsin,Outagamie,1609,-1.106207908,2301,4326,1579,,1514
55089,Wisconsin,Ozaukee,1735,-0.99335339,,3061,3816,,1671
55091,Wisconsin,Pepin,3429,0.5239129095,,,,,
55093,Wisconsin,Pierce,2451,-0.352053112,,,,,
55095,Wisconsin,Polk,2151,-0.620754346,,,,,
55097,Wisconsin,Portage,2149,-0.622545688,,,,,
55099,Wisconsin,Price,3181,0.3017865563,,,,,
55101,Wisconsin,Racine,2893,0.043833372,,,4184,2942,2774
55103,Wisconsin,Richland,2711,-0.11917871,,,,,
55105,Wisconsin,Rock,3388,0.4871904076,,1470,7188,773,3316
55107,Wisconsin,Rusk,1799,-0.93603046,,,,,
55109,Wisconsin,St. Croix,2914,0.0626424584,,,,,
55111,Wisconsin,Sauk,2770,-0.066334134,,,,,
55113,Wisconsin,Sawyer,1473,-1.228019134,1753,,,,1383
55115,Wisconsin,Shawano,1925,-0.823175942,2175,,,,1775
55117,Wisconsin,Sheboygan,1876,-0.86706381,,1126,11036,489,1837
55119,Wisconsin,Taylor,2327,-0.463116289,,,,,
55121,Wisconsin,Trempealeau,1789,-0.944987168,,,,,
55123,Wisconsin,Vernon,2001,-0.755104963,,,,,
55125,Wisconsin,Vilas,2122,-0.646728799,5781,,,,1852
55127,Wisconsin,Walworth,2297,-0.489986412,,,,1121,2300
55129,Wisconsin,Washburn,2444,-0.358322808,,,,,
55131,Wisconsin,Washington,2432,-0.369070857,,,1127,,2415
55133,Wisconsin,Waukesha,2506,-0.302791219,,1596,3752,4478,2469
55135,Wisconsin,Waupaca,1335,-1.351621702,,,,,
55137,Wisconsin,Waushara,1912,-0.834819662,,,,,
55139,Wisconsin,Winnebago,1770,-0.962004913,,,729,,1785
55141,Wisconsin,Wood,2433,-0.368175186,5424,,,,2414
56000,Wyoming,,2215,,,,,,
56001,Wyoming,Albany,1462,-1.237871513,,,,,
56003,Wyoming,Big Horn,2671,-0.155005541,,,,,
56005,Wyoming,Campbell,1472,-1.228914805,,,,,
56007,Wyoming,Carbon,1729,-0.998727415,,,,1663,1729
56009,Wyoming,Converse,2751,-0.083351879,,,,,
56011,Wyoming,Crook,1606,-1.10889492,,,,,
56013,Wyoming,Fremont,2165,-0.608214955,5558,,,,1732
56015,Wyoming,Goshen,2414,-0.385192931,,,,3125,2300
56017,Wyoming,Hot Springs,241,-2.331485534,,,,,
56019,Wyoming,Johnson,1989,-0.765853012,,,,,
56021,Wyoming,Laramie,2786,-0.052003401,4270,,3355,3082,2709
56023,Wyoming,Lincoln,2425,-0.375340553,,,,,
56025,Wyoming,Natrona,2661,-0.163962249,,,,2859,2632
56027,Wyoming,Niobrara,797,-1.833492581,,,,,
56029,Wyoming,Park,2033,-0.726443498,,,,,
56031,Wyoming,Platte,3120,0.2471506388,,,,,
56033,Wyoming,Sheridan,2740,-0.093204257,,,,,
56035,Wyoming,Sublette,1354,-1.334603957,,,,,
56037,Wyoming,Sweetwater,1167,-1.502094392,,,,,
56039,Wyoming,Teton,1772,-0.960213571,,,,,
56041,Wyoming,Uinta,2196,-0.580449161,,,,,
56043,Wyoming,Washakie,2261,-0.52223056,,,,,
56045,Wyoming,Weston,2045,-0.715695449,,,,,
