FIPS,State,County,Income Inequality 80th Percentile Income,Income Inequality 20th Percentile Income,Income Inequality Income Ratio,Income Inequality National Z-Score
29121,Missouri,Macon,96147,24467,3.9296603589,-0.790250403
29123,Missouri,Madison,107467,26231,4.0969463612,-0.579133933
29125,Missouri,Maries,99066,19893,4.9799426934,0.5352155435
29127,Missouri,Marion,111354,24670,4.5137413863,-0.053134785
29129,Missouri,Mercer,101733,23573,4.315657744,-0.30311816
29131,Missouri,Miller,105434,23076,4.5689894262,0.0165887483
29133,Missouri,Mississippi,89417,15591,5.735167725,1.4883164655
29135,Missouri,Moniteau,107350,28470,3.7706357569,-0.99094091
29137,Missouri,Monroe,98359,18624,5.2813036942,0.9155358926
29139,Missouri,Montgomery,113461,22250,5.0993707865,0.6859348932
29141,Missouri,Morgan,99361,19354,5.1338741345,0.7294784351
29143,Missouri,New Madrid,95486,19108,4.9971739586,0.5569615583
29145,Missouri,Newton,110535,28189,3.9212104012,-0.800914327
29147,Missouri,Nodaway,103461,23045,4.4895205034,-0.083701762
29149,Missouri,Oregon,76407,18077,4.2267522266,-0.415317739
29151,Missouri,Osage,122909,33784,3.6380831163,-1.15822356
29153,Missouri,Ozark,75342,16004,4.7076980755,0.1916403368
29155,Missouri,Pemiscot,94397,15609,6.0476007432,1.8826098022
29157,Missouri,Perry,113026,27455,4.1167729011,-0.554112657
29159,Missouri,Pettis,110611,28153,3.9289240933,-0.791179577
29161,Missouri,Phelps,106306,20882,5.0907959008,0.6751133087
29163,Missouri,Pike,108736,22749,4.7798144973,0.2826519231
29165,Missouri,Platte,163294,42338,3.8569134111,-0.882057719
29167,Missouri,Polk,107746,21892,4.9217065595,0.4617210079
29169,Missouri,Pulaski,115864,27710,4.1813063876,-0.472670805
29171,Missouri,Putnam,94281,22526,4.1854301696,-0.467466554
29173,Missouri,Ralls,113167,24156,4.6848402053,0.1627934948
29175,Missouri,Randolph,95979,24605,3.9007925218,-0.826681878
29177,Missouri,Ray,128505,29745,4.320221886,-0.297358171
29179,Missouri,Reynolds,86654,19764,4.3844363489,-0.216318929
29181,Missouri,Ripley,81375,17815,4.5677799607,0.0150623916
29183,Missouri,St. Charles,172175,48046,3.5835449361,-1.227051244
29185,Missouri,St. Clair,84478,19321,4.3723409761,-0.231583401
29186,Missouri,Ste. Genevieve,126245,26452,4.7726069862,0.273555978
29187,Missouri,St. Francois,106377,22830,4.6595269382,0.1308479194
29189,Missouri,St. Louis,161470,34204,4.7207928897,0.2081661125
29195,Missouri,Saline,101343,24664,4.1089442102,-0.563992537
29197,Missouri,Schuyler,93559,24472,3.8231039555,-0.924725562
29199,Missouri,Scotland,102234,25291,4.0423075402,-0.648088626
29201,Missouri,Scott,101054,21879,4.6187668541,0.0794083191
29203,Missouri,Shannon,83547,21101,3.9593858111,-0.75273661
29205,Missouri,Shelby,101088,22883,4.4176025871,-0.174462832
29207,Missouri,Stoddard,98886,21989,4.4970667152,-0.074178373
29209,Missouri,Stone,105776,24592,4.3012361744,-0.321318313
29211,Missouri,Sullivan,96143,25479,3.7734212489,-0.987425594
29213,Missouri,Taney,100158,22607,4.4303976644,-0.158315327
29215,Missouri,Texas,83736,18472,4.5331312256,-0.02866463
29217,Missouri,Vernon,94960,25578,3.712565486,-1.064226125
29219,Missouri,Warren,136655,37368,3.6570059944,-1.134342714
29221,Missouri,Washington,95715,23401,4.0902098201,-0.587635509
29223,Missouri,Wayne,79201,17024,4.6523143797,0.1217456043
29225,Missouri,Webster,110162,30146,3.6542824919,-1.137779799
29227,Missouri,Worth,94536,22991,4.1118698621,-0.560300338
29229,Missouri,Wright,82803,21736,3.8094865661,-0.941910833
29510,Missouri,St. Louis City,112150,18510,6.0588870881,1.8968532731
30000,Montana,,126896,28807,4.4050404416,
30001,Montana,Beaverhead,110375,22515,4.902287364,0.437213805
30003,Montana,Big Horn,103736,21052,4.9276078282,0.4691684633
30005,Montana,Blaine,104708,19163,5.4640713876,1.1461903993
30007,Montana,Broadwater,124889,29299,4.2625686884,-0.370117036
30009,Montana,Carbon,122574,27243,4.4992842198,-0.071379862
30011,Montana,Carter,91500,20094,4.553598089,
30013,Montana,Cascade,116368,27474,4.2355681735,-0.404191933
30015,Montana,Chouteau,109500,25170,4.3504171633,-0.259251454
30017,Montana,Custer,119839,27827,4.3065727531,-0.314583502
30019,Montana,Daniels,103875,24972,4.1596588179,
30021,Montana,Dawson,124037,37124,3.3411539705,-1.532950867
30023,Montana,Deer Lodge,88758,16281,5.4516307352,1.1304901818
30025,Montana,Fallon,145364,25787,5.6371039671,1.3645591029
30027,Montana,Fergus,101750,26199,3.8837360205,-0.84820734
30029,Montana,Flathead,127394,29805,4.274249287,-0.355376013
30031,Montana,Gallatin,156384,37555,4.1641326055,-0.494344276
30033,Montana,Garfield,124708,25919,4.8114510591,
30035,Montana,Glacier,96118,14328,6.7084031267,2.7165484757
30037,Montana,Golden Valley,87500,23750,3.6842105263,-1.100010345
30039,Montana,Granite,101571,26051,3.8989290238,-0.82903363
30041,Montana,Hill,110778,27184,4.0751177163,-0.606681883
30043,Montana,Jefferson,152211,36856,4.1298838724,-0.537566491
30045,Montana,Judith Basin,116350,23000,5.0586956522,0.6346025003
30047,Montana,Lake,115694,22256,5.1983285406,0.8108204872
30049,Montana,Lewis and Clark,139600,33683,4.1445239438,-0.519090587
30051,Montana,Liberty,108550,21767,4.9869067855,
30053,Montana,Lincoln,102199,21470,4.7600838379,0.2577516498
30055,Montana,McCone,124481,35708,3.4860815504,-1.350050931
30057,Montana,Madison,110596,34351,3.2195860383,-1.686370713
30059,Montana,Meagher,125471,27429,4.5743920668,0.0234069302
30061,Montana,Mineral,112400,30606,3.6724825198,-1.114811197
30063,Montana,Missoula,130436,29349,4.4443081536,-0.140760162
30065,Montana,Musselshell,95452,25024,3.8144181586,-0.935687118
30067,Montana,Park,125091,31287,3.9981781571,-0.703780313
30069,Montana,Petroleum,113867,24727,4.6049662312,
30071,Montana,Phillips,108520,29451,3.6847645241,-1.099311194
30073,Montana,Pondera,110660,28239,3.9186940047,-0.804090043
30075,Montana,Powder River,128714,27510,4.6788077063,
30077,Montana,Powell,110421,28405,3.8873789826,-0.843609888
30079,Montana,Prairie,88472,16228,5.4518116835,1.1307185403
30081,Montana,Ravalli,126879,29639,4.2808124431,-0.34709325
30083,Montana,Richland,123647,26448,4.6750983061,0.1504991286
30085,Montana,Roosevelt,94554,16053,5.8901139974,1.6838600835
30087,Montana,Rosebud,112088,19182,5.8433948493,1.6249000898
30089,Montana,Sanders,95000,21778,4.3622003857,-0.244380919
30091,Montana,Sheridan,131386,28742,4.5712198177,0.0194035227
30093,Montana,Silver Bow,112392,22708,4.9494451295,0.4967273379
30095,Montana,Stillwater,148563,33383,4.4502591139,-0.133249996
30097,Montana,Sweet Grass,111044,33650,3.2999702823,-1.58492506
30099,Montana,Teton,100788,29024,3.4725744212,-1.367097052
30101,Montana,Toole,105889,24507,4.3207654956,-0.296672131
30103,Montana,Treasure,94667,32150,2.9445412131,
30105,Montana,Valley,116386,29209,3.9845937896,-0.720923909
30107,Montana,Wheatland,108611,11667,9.3092483072,3.0
30109,Montana,Wibaux,123027,24933,4.9343039345,
30111,Montana,Yellowstone,136842,31862,4.2948339715,-0.329397952
31000,Nebraska,,134683,31862,4.2270730023,
31001,Nebraska,Adams,122463,25003,4.8979322481,0.4317176088
31003,Nebraska,Antelope,108250,30280,3.5749669749,-1.237876709
31005,Nebraska,Arthur,119458,29667,4.0266289143,
31007,Nebraska,Banner,135500,41313,3.2798392758,
31009,Nebraska,Blaine,77333,24472,3.1600604773,
31011,Nebraska,Boone,125500,34375,3.6509090909,-1.142037062
31013,Nebraska,Box Butte,117479,26201,4.4837601618,-0.090971366
31015,Nebraska,Boyd,122167,24809,4.9243016647,0.4649960546
31017,Nebraska,Brown,83583,22743,3.6751088247,-1.111496776
31019,Nebraska,Buffalo,128128,28985,4.4204933586,-0.170814652
31021,Nebraska,Burt,109515,27567,3.9726847317,-0.73595325
31023,Nebraska,Butler,132375,28185,4.6966471527,0.1776939708
31025,Nebraska,Cass,153307,41363,3.7063800982,-1.072032142
31027,Nebraska,Cedar,120439,33823,3.5608609526,-1.255678639
31029,Nebraska,Chase,105733,29268,3.6125802925,-1.190408357
31031,Nebraska,Cherry,107188,30395,3.5265010693,-1.299041127
31033,Nebraska,Cheyenne,101328,25226,4.0168080552,-0.68026921
31035,Nebraska,Clay,126810,30081,4.2156178319,-0.429369447
31037,Nebraska,Colfax,121349,32938,3.6841641873,-1.100068825
31039,Nebraska,Cuming,116483,34770,3.3501006615,-1.521660061
31041,Nebraska,Custer,121620,28255,4.3043709078,-0.317362251
31043,Nebraska,Dakota,117712,32827,3.5858287385,-1.224169064
31045,Nebraska,Dawes,99000,25485,3.8846380224,-0.847069005
31047,Nebraska,Dawson,118072,28247,4.1799837151,-0.47434003
31049,Nebraska,Deuel,97242,28714,3.3865710107,-1.475634146
31051,Nebraska,Dixon,121048,28243,4.2859469603,-0.340613442
31053,Nebraska,Dodge,118235,29783,3.9698821475,-0.739490137
31055,Nebraska,Douglas,147573,32728,4.5090747983,-0.059024062
31057,Nebraska,Dundy,127333,23652,5.3836039236,1.0446397211
31059,Nebraska,Fillmore,128485,31805,4.0397736205,-0.651286456
31061,Nebraska,Franklin,101429,26510,3.8260656356,-0.920987895
31063,Nebraska,Frontier,108474,26383,4.1115112004,-0.560752972
31065,Nebraska,Furnas,104463,25600,4.0805859375,-0.599780938
31067,Nebraska,Gage,113569,25680,4.4224688474,-0.168321567
31069,Nebraska,Garden,84094,26955,3.1197922463,-1.812311395
31071,Nebraska,Garfield,95000,27177,3.4956028995,-1.338034901
31073,Nebraska,Gosper,116929,26900,4.346802974,-0.263812594
31075,Nebraska,Grant,119500,22520,5.3063943162,
31077,Nebraska,Greeley,105500,26350,4.0037950664,-0.696691722
31079,Nebraska,Hall,115537,29074,3.973894201,-0.734426888
31081,Nebraska,Hamilton,131453,40141,3.2747813956,-1.616713666
31083,Nebraska,Harlan,130778,24373,5.3656915439,1.0220341336
31085,Nebraska,Hayes,109000,21308,5.1154495964,
31087,Nebraska,Hitchcock,101594,22175,4.5814656144,0.0323338123
31089,Nebraska,Holt,110704,28418,3.8955591526,-0.833286438
31091,Nebraska,Hooker,100605,24714,4.0707696043,
31093,Nebraska,Howard,118656,33179,3.5762379819,-1.236272687
31095,Nebraska,Jefferson,104045,25320,4.1092022117,-0.563666937
31097,Nebraska,Johnson,113563,29709,3.8225116968,-0.925472998
31099,Nebraska,Kearney,129111,35390,3.6482339644,-1.145413096
31101,Nebraska,Keith,116808,26267,4.4469486428,-0.137427841
31103,Nebraska,Keya Paha,148375,26706,5.5558675953,
31105,Nebraska,Kimball,98614,22871,4.3117485025,-0.308051659
31107,Nebraska,Knox,108121,27048,3.997375037,-0.704793858
31109,Nebraska,Lancaster,133852,32418,4.128940712,-0.538756768
31111,Nebraska,Lincoln,116690,25893,4.5066234117,-0.062117735
31113,Nebraska,Logan,131500,35250,3.7304964539,
31115,Nebraska,Loup,86167,19308,4.4627615496,
31117,Nebraska,McPherson,99700,34100,2.9237536657,
31119,Nebraska,Madison,120911,27870,4.3383925368,-0.274426643
31121,Nebraska,Merrick,110100,24141,4.5607058531,0.0061348029
31123,Nebraska,Morrill,113278,23567,4.8066363984,0.3165014084
31125,Nebraska,Nance,111846,28552,3.9172737461,-0.805882422
31127,Nebraska,Nemaha,131639,27117,4.854482428,0.376883537
31129,Nebraska,Nuckolls,108605,29739,3.6519385319,-1.140737898
31131,Nebraska,Otoe,131784,28830,4.5710718002,0.0192167233
31133,Nebraska,Pawnee,97813,23594,4.1456726286,-0.517640936
31135,Nebraska,Perkins,118033,28767,4.1030694893,-0.571406489
31137,Nebraska,Phelps,120303,20567,5.849321729,1.6323798664
31139,Nebraska,Pierce,116361,32101,3.6248403477,-1.174936055
31141,Nebraska,Platte,122250,34912,3.5016613199,-1.330389119
31143,Nebraska,Polk,127382,36824,3.4592113839,-1.383961328
31145,Nebraska,Red Willow,111449,26559,4.1962799804,-0.453773993
31147,Nebraska,Richardson,105133,25527,4.1185019783,-0.551930546
31149,Nebraska,Rock,113300,27900,4.0609318996,
31151,Nebraska,Saline,125413,33663,3.7255443662,-1.047846659
31153,Nebraska,Sarpy,167482,45587,3.6738982605,-1.113024519
31155,Nebraska,Saunders,144444,40062,3.6055114572,-1.199329292
31157,Nebraska,Scotts Bluff,114282,26252,4.3532683224,-0.255653265
31159,Nebraska,Seward,135950,38985,3.4872386815,-1.348590621
31161,Nebraska,Sheridan,102129,25929,3.9387944001,-0.778723159
31163,Nebraska,Sherman,106519,27760,3.8371397695,-0.907012236
31165,Nebraska,Sioux,89844,27206,3.3023597736,
31167,Nebraska,Stanton,132114,35836,3.6866279719,-1.096959506
31169,Nebraska,Thayer,105878,24570,4.3092389092,-0.311218788
31171,Nebraska,Thomas,115778,37833,3.0602384162,
31173,Nebraska,Thurston,115844,25919,4.4694625564,-0.109015075
31175,Nebraska,Valley,105800,28718,3.6841005641,-1.100149118
31177,Nebraska,Washington,157327,37980,4.1423644023,-0.521815948
31179,Nebraska,Wayne,109806,21227,5.1729401234,0.7787800717
31181,Nebraska,Webster,105313,31463,3.3472014747,-1.525318861
31183,Nebraska,Wheeler,101500,24368,4.1652987525,
31185,Nebraska,York,123464,33527,3.6825245325,-1.102138084
32000,Nevada,,137603,31275,4.3997761791,
32001,Nevada,Churchill,121532,29723,4.0888201056,-0.589389342
32003,Nevada,Clark,135670,30314,4.4754898727,-0.101408547
32005,Nevada,Douglas,156833,36311,4.3191594834,-0.298698933
32007,Nevada,Elko,147004,36718,4.003594967,-0.696944249
32009,Nevada,Esmeralda,125556,11921,10.532337891,
32011,Nevada,Eureka,114750,33409,3.4347032237,-1.414890851
32013,Nevada,Humboldt,135480,29268,4.6289462895,0.09225486
32015,Nevada,Lander,143848,29438,4.8864732658,0.417256268
32017,Nevada,Lincoln,108750,38143,2.8511129172,-2.151387174
32019,Nevada,Lyon,126967,33208,3.8233859311,-0.924369706
32021,Nevada,Mineral,96179,19152,5.0218776107,0.588137794
32023,Nevada,Nye,109496,24004,4.5615730712,0.0072292401
32027,Nevada,Pershing,128927,28234,4.5663738755,0.0132878992
32029,Nevada,Storey,149452,32303,4.6265671919,0.089252417
32031,Nevada,Washoe,151368,36014,4.2030321542,-0.445252688
32033,Nevada,White Pine,127000,30764,4.1282017943,-0.539689289
32510,Nevada,Carson City,125229,29955,4.1805708563,-0.473599052
33000,New Hampshire,,170364,39470,4.3162908538,
33001,New Hampshire,Belknap,149104,33121,4.5017964433,-0.068209413
33003,New Hampshire,Carroll,140670,32289,4.3565920282,-0.251458718
33005,New Hampshire,Cheshire,140968,33531,4.2041096299,-0.443892904
33007,New Hampshire,Coos,105687,25419,4.1577953499,-0.50234195
33009,New Hampshire,Grafton,151518,31292,4.8420682603,0.3612167433
33011,New Hampshire,Hillsborough,178822,43083,4.1506394634,-0.511372745
33013,New Hampshire,Merrimack,162370,37906,4.2834907403,-0.343713214
33015,New Hampshire,Rockingham,196336,50929,3.8550923835,-0.884355872
33017,New Hampshire,Strafford,163820,36300,4.5129476584,-0.054136477
33019,New Hampshire,Sullivan,131103,28821,4.5488706152,-0.008801376
34000,New Jersey,,195727,38299,5.1104989686,
34001,New Jersey,Atlantic,145544,29826,4.8797693288,0.4087958379
34003,New Jersey,Bergen,233561,47111,4.9576744285,0.5071127888
34005,New Jersey,Burlington,191063,46820,4.0807988039,-0.599512298
34007,New Jersey,Camden,159226,30958,5.1432909103,0.7413624925
34009,New Jersey,Cape May,162736,34796,4.6768594091,0.1527216568
34011,New Jersey,Cumberland,127934,24391,5.2451314009,0.8698861265
34013,New Jersey,Essex,174559,25722,6.7863696447,2.814942937
34015,New Jersey,Gloucester,182170,43091,4.2275649207,-0.414292112
34017,New Jersey,Hudson,188445,31341,6.0127309275,1.8386037748
34019,New Jersey,Hunterdon,248976,59304,4.1983002833,-0.451224353
34021,New Jersey,Mercer,192233,34640,5.5494515012,1.2539408864
34023,New Jersey,Middlesex,194668,44318,4.3925267386,-0.206108783
34025,New Jersey,Monmouth,231290,46382,4.9866327455,0.5436584506
34027,New Jersey,Morris,,,,0.0
34029,New Jersey,Ocean,160538,35640,4.5044332211,-0.064881775
34031,New Jersey,Passaic,171874,32538,5.2822545946,0.9167359377
34033,New Jersey,Salem,143907,28752,5.0051126878,0.5669803075
34035,New Jersey,Somerset,,,,0.0
34037,New Jersey,Sussex,196026,53002,3.6984642089,-1.082022067
34039,New Jersey,Union,195872,40301,4.8602267934,0.3841329788
34041,New Jersey,Warren,164424,38714,4.2471457354,-0.389580944
35000,New Mexico,,120666,23013,5.2433841742,
35001,New Mexico,Bernalillo,126939,24492,5.1828760412,0.7913192911
35003,New Mexico,Catron,91500,20957,4.3660829317,-0.23948111
35005,New Mexico,Chaves,106376,18562,5.730847969,1.4828648938
35006,New Mexico,Cibola,105146,20293,5.1813925984,0.7894471727
35007,New Mexico,Colfax,89618,22876,3.9175555167,-0.805526825
35009,New Mexico,Curry,100307,21946,4.5706279049,0.0186565233
35011,New Mexico,De Baca,108223,17263,6.269072583,2.1621092969
35013,New Mexico,Dona Ana,107438,20044,5.3601077629,1.0149873507
35015,New Mexico,Eddy,147698,29400,5.0237414966,0.5904900352
35017,New Mexico,Grant,102209,21143,4.8341767961,0.3512576431
35019,New Mexico,Guadalupe,97500,19677,4.9550236317,0.5037674588
35021,New Mexico,Harding,123667,21917,5.6425149427,
35023,New Mexico,Hidalgo,96318,19835,4.8559616839,0.3787503715
35025,New Mexico,Lea,128977,24222,5.3247873834,0.9704127075
35027,New Mexico,Lincoln,94750,21129,4.4843579914,-0.090216899
35028,New Mexico,Los Alamos,231870,71797,3.2295221249,-1.673831281
35029,New Mexico,Luna,79002,16479,4.7941015838,0.3006823574
35031,New Mexico,McKinley,93903,12472,7.5291051956,3.7522820198
35033,New Mexico,Mora,81866,13625,6.0085137615,1.8332816726
35035,New Mexico,Otero,99344,23867,4.1623999665,-0.496530882
35037,New Mexico,Quay,83723,15234,5.4957988709,1.1862307746
35039,New Mexico,Rio Arriba,106544,18826,5.6594072028,1.3927059911
35041,New Mexico,Roosevelt,102082,20120,5.0736580517,0.6534851859
35043,New Mexico,Sandoval,136774,38118,3.5881735663,-1.22120987
35045,New Mexico,San Juan,104551,21047,4.9675013066,0.5195143992
35047,New Mexico,San Miguel,98183,15324,6.4071391282,2.3363505443
35049,New Mexico,Santa Fe,143488,29260,4.9038961039,0.4392440495
35051,New Mexico,Sierra,89375,15825,5.6477093207,1.3779431565
35053,New Mexico,Socorro,94306,15123,6.2359320241,2.1202856074
35055,New Mexico,Taos,119765,19972,5.9966453034,1.8183035696
35057,New Mexico,Torrance,100081,21729,4.6058723365,0.0631353196
35059,New Mexico,Union,83444,17927,4.6546549897,0.1246994756
35061,New Mexico,Valencia,110637,23397,4.7286831645,0.2181237118
36000,New York,,171730,29612,5.7993381062,
36001,New York,Albany,151344,32557,4.6485855576,0.1170397967
36003,New York,Allegany,109126,24858,4.3899750583,-0.209329027
36005,New York,Bronx,105603,14613,7.2266475056,3.3705776388
36007,New York,Broome,118670,22771,5.2114531641,0.8273838826
36009,New York,Cattaraugus,107745,23161,4.6520012089,0.12135038
36011,New York,Cayuga,125592,26649,4.7128222447,0.1981070854
36013,New York,Chautauqua,110465,22123,4.9932197261,0.5519712806
36015,New York,Chemung,114728,27081,4.2364757579,-0.403046553
36017,New York,Chenango,114183,27585,4.139314845,-0.525664517
36019,New York,Clinton,126738,27367,4.6310519969,0.0949122821
36021,New York,Columbia,159959,33843,4.7265017877,0.2153707942
36023,New York,Cortland,121078,29336,4.1272838833,-0.540847701
36025,New York,Delaware,113969,24283,4.6933657291,0.1735527841
36027,New York,Dutchess,182821,38187,4.7875193129,0.292375471
36029,New York,Erie,134719,27122,4.9671484404,0.5190690788
36031,New York,Essex,123806,28955,4.2758072872,-0.353409802
36033,New York,Franklin,111642,23977,4.6562122034,0.1266646936
36035,New York,Fulton,111709,25913,4.3109250183,-0.309090903
36037,New York,Genesee,124776,30396,4.1050138176,-0.568952729
36039,New York,Greene,137541,28439,4.8363514892,0.3540021257
36041,New York,Hamilton,128500,33182,3.8725815201,-0.862284422
36043,New York,Herkimer,120377,27592,4.3627500725,-0.243687209
36045,New York,Jefferson,115562,29359,3.9361694881,-0.782035822
36047,New York,Kings,167772,24464,6.8579136691,2.9052321525
36049,New York,Lewis,114576,27821,4.1183278818,-0.552150257
36051,New York,Livingston,130871,32575,4.0175287797,-0.679359649
36053,New York,Madison,134722,29381,4.5853442701,0.0372287113
36055,New York,Monroe,140513,28600,4.913041958,0.4507862014
36057,New York,Montgomery,113969,24540,4.6442135289,0.1115222563
36059,New York,Nassau,,,,0.0
36061,New York,New York,,,,0.0
36063,New York,Niagara,128526,26425,4.8638032167,0.3886464578
36065,New York,Oneida,125975,27589,4.5661314292,0.0129819297
36067,New York,Onondaga,140786,28191,4.994005179,0.5529625294
36069,New York,Ontario,144288,35649,4.0474627619,-0.641582689
36071,New York,Orange,175626,34980,5.020754717,0.5867206919
36073,New York,Orleans,119415,27360,4.3645833333,-0.241373617
36075,New York,Oswego,125832,27256,4.6166715586,0.0767640369
36077,New York,Otsego,119729,27563,4.3438304974,-0.267563887
36079,New York,Putnam,211327,51372,4.1136611384,-0.55803973
36081,New York,Queens,162104,33111,4.895774818,0.4289949122
36083,New York,Rensselaer,149560,33845,4.4189688285,-0.172738623
36085,New York,Richmond,187528,37827,4.9575171174,0.5069142608
36087,New York,Rockland,212184,39167,5.4174177241,1.0873130478
36089,New York,St. Lawrence,116445,21866,5.325391018,0.9711745
36091,New York,Saratoga,175859,42476,4.140196817,-0.52455146
36093,New York,Schenectady,142513,31987,4.4553412324,-0.126836316
36095,New York,Schoharie,126030,30605,4.1179545826,-0.552621364
36097,New York,Schuyler,118890,26000,4.5726923077,0.0212618186
36099,New York,Seneca,114301,27653,4.1334032474,-0.533125008
36101,New York,Steuben,120881,27206,4.4431742998,-0.142191096
36103,New York,Suffolk,220315,52789,4.1735020554,-0.482519944
36105,New York,Sullivan,138315,27975,4.9442359249,0.4901532739
36107,New York,Tioga,129454,30641,4.2248621129,-0.41770308
36109,New York,Tompkins,145937,26876,5.4300119065,1.1032070216
36111,New York,Ulster,157573,29551,5.3322391797,0.9798169429
36113,New York,Warren,143116,31796,4.5010693169,-0.069127053
36115,New York,Washington,121109,29661,4.0831057618,-0.596600896
36117,New York,Wayne,127768,31040,4.1162371134,-0.554788826
36119,New York,Westchester,,,,0.0
36121,New York,Wyoming,118563,30349,3.906652608,-0.819286396
36123,New York,Yates,118135,28683,4.1186417041,-0.551754211
37000,North Carolina,,132274,28081,4.7104447847,
37001,North Carolina,Alamance,119423,26702,4.4724365216,-0.105261904
37003,North Carolina,Alexander,112391,28669,3.9202971851,-0.802066814
37005,North Carolina,Alleghany,95308,19790,4.8159676604,0.3282775468
37007,North Carolina,Anson,85747,18493,4.6367274104,0.102074706
37009,North Carolina,Ashe,97061,22537,4.3067400275,-0.3143724
37011,North Carolina,Avery,111695,23854,4.6824431961,0.1597684472
37013,North Carolina,Beaufort,111793,21397,5.2247043978,0.8441070611
37015,North Carolina,Bertie,91257,16692,5.4671099928,1.150025147
37017,North Carolina,Bladen,90509,14505,6.2398483282,2.1252280191
37019,North Carolina,Brunswick,131789,32728,4.0267966267,-0.667663541
37021,North Carolina,Buncombe,131899,29072,4.5369771602,-0.023811025
37023,North Carolina,Burke,105660,23560,4.4847198642,-0.089760213
37025,North Carolina,Cabarrus,155109,37721,4.1120065746,-0.560127805
37027,North Carolina,Caldwell,106765,23271,4.5878991019,0.0404529325
37029,North Carolina,Camden,129029,37017,3.4856687468,-1.350571893
37031,North Carolina,Carteret,126579,28351,4.4647102395,-0.115012543
37033,North Carolina,Caswell,103959,22712,4.5772719267,0.0270413399
37035,North Carolina,Catawba,116921,27289,4.284546887,-0.342380347
37037,North Carolina,Chatham,182560,33462,5.4557408404,1.1356771723
37039,North Carolina,Cherokee,95806,22881,4.1871421704,-0.465305994
37041,North Carolina,Chowan,103133,20462,5.0402208973,0.6112871901
37043,North Carolina,Clay,119335,21093,5.6575641208,1.3903800047
37045,North Carolina,Cleveland,105435,21641,4.872002218,0.3989936728
37047,North Carolina,Columbus,88847,18003,4.9351219241,0.4786513213
37049,North Carolina,Craven,116842,26663,4.3821775494,-0.219169555
37051,North Carolina,Cumberland,106997,24036,4.4515310368,-0.131644817
37053,North Carolina,Currituck,143661,38008,3.7797568933,-0.979429953
37055,North Carolina,Dare,148899,40872,3.6430563711,-1.151947266
37057,North Carolina,Davidson,112342,26235,4.2821421765,-0.345415114
37059,North Carolina,Davie,130674,34098,3.8323068802,-0.913111387
37061,North Carolina,Duplin,94018,22097,4.2547857175,-0.379939216
37063,North Carolina,Durham,147918,33335,4.4373181341,-0.149581631
37065,North Carolina,Edgecombe,101302,19143,5.2918560309,0.9288530385
37067,North Carolina,Forsyth,123567,25552,4.8359032561,0.3534364515
37069,North Carolina,Franklin,125527,31091,4.0374063234,-0.654274007
37071,North Carolina,Gaston,121913,26332,4.6298420173,0.0933852767
37073,North Carolina,Gates,96978,25599,3.7883511075,-0.968583975
37075,North Carolina,Graham,93567,22031,4.2470609596,-0.389687932
37077,North Carolina,Granville,125721,26106,4.8157894737,0.3280526735
37079,North Carolina,Greene,89821,20566,4.3674511329,-0.237754428
37081,North Carolina,Guilford,127390,27378,4.6530060633,0.1226185153
37083,North Carolina,Halifax,90982,14996,6.0670845559,1.9071985527
37085,North Carolina,Harnett,116070,26646,4.3560009007,-0.252204726
37087,North Carolina,Haywood,114700,24357,4.7091185286,0.1934329616
37089,North Carolina,Henderson,124797,28652,4.3556121737,-0.252695303
37091,North Carolina,Hertford,93840,19286,4.8657056932,0.3910474007
37093,North Carolina,Hoke,111811,21552,5.1879639941,0.7977403343
37095,North Carolina,Hyde,75904,19553,3.8819618473,-0.850446363
37097,North Carolina,Iredell,142985,33754,4.2360905374,-0.403532705
37099,North Carolina,Jackson,103558,19886,5.2075832244,0.8224999831
37101,North Carolina,Johnston,136131,32160,4.2329291045,-0.407522462
37103,North Carolina,Jones,96000,20508,4.6811000585,0.1580733952
37105,North Carolina,Lee,113993,26408,4.3166086035,-0.301918167
37107,North Carolina,Lenoir,87193,18295,4.76594698,0.265150989
37109,North Carolina,Lincoln,141954,32564,4.3592310527,-0.248128245
37111,North Carolina,McDowell,100823,25580,3.941477717,-0.775336789
37113,North Carolina,Macon,101400,20914,4.8484268911,0.3692413938
37115,North Carolina,Madison,116835,22682,5.1510007936,0.7510924361
37117,North Carolina,Martin,89263,18467,4.8336492121,0.3505918273
37119,North Carolina,Mecklenburg,161539,36203,4.4620335331,-0.118390571
37121,North Carolina,Mitchell,101676,20971,4.8484097086,0.3692197094
37123,North Carolina,Montgomery,101132,22804,4.4348359937,-0.152714115
37125,North Carolina,Moore,139995,33118,4.227157437,-0.41480636
37127,North Carolina,Nash,112039,24968,4.4873037488,-0.086499326
37129,North Carolina,New Hanover,138197,28232,4.8950481723,0.4280778786
37131,North Carolina,Northampton,98966,16352,6.0522260274,1.8884469534
37133,North Carolina,Onslow,110220,28429,3.8770269795,-0.856674211
37135,North Carolina,Orange,190744,33861,5.6331472786,1.3595657257
37137,North Carolina,Pamlico,121111,20524,5.9009452348,1.6975292046
37139,North Carolina,Pasquotank,122424,25284,4.8419553868,0.361074296
37141,North Carolina,Pender,134316,31458,4.2696929239,-0.361126185
37143,North Carolina,Perquimans,112098,25184,4.4511594663,-0.132113743
37145,North Carolina,Person,116493,24393,4.7756733489,0.2774257558
37147,North Carolina,Pitt,110259,21972,5.0181594757,0.5834454735
